id,correct answer,CoT answers,Correctness,LEN,"('QUA', 'IM')","('DIF', 'IV')","('DIF', 'SUB')",AC
272,5,"['4' '4' '4' '6' '6' '6' '6' '5' '6' '6' '6' '5' '14 00 20 14 060 00' '6'
 '4' '6' '6' '4 20 9 45 1 35 14 00 20 00 14 060 060 00' '6' '6'
 '14 00 20 20 14 060 00' '14 00 20 00 14 060 00' '14 00 20 14 060 00' '6'
 '6' '5 45' '20 14 060 00' '6' '6' '6' '6' '6' '6' '6'
 '4 20 9 45 1 35 14 00 20 14 060 00' '5' '14 00 20 14 060 060 00' '6' '6'
 '14 00 20 00 14 060 00']","[False False False False False False False  True False False False  True
 False False False False False False False False False False False False
 False False False False False False False False False False False  True
 False False False False]","[2 2 2 2 7 6 7 3 3 2 7 3 1 7 2 7 7 2 8 2 1 1 1 7 7 7 1 3 3 7 7 4 7 7 2 3 1
 7 7 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True False  True  True  True False False  True  True False
 False False False False  True False False  True False False False False
  True False False False  True  True  True  True  True  True False False
 False False  True False]"
273,315,"['315' '315' '720' '315' '315' '315' '315' '315' '315' '315' '315' '315'
 '315' '315' '315' '315' '315' '315' '315' '315' '315' '315' '315' '315'
 '315' '315' '315' '315' '315' '315' '315' '315' '315' '315' '315' '315'
 '315' '315' '315' '315']","[ True  True False  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[ 9  9  7  9  9  9  9  9  9  8  8  9  8  9  9  9  8  9  9  9  9  9  9  9
  9  9  9  9  9  9  9  9  8  9  8  9 10  9  9  9]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True False False  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
274,3200,"['4400' '4400' '4400' '4400' '4400' '4400' '4400' '4400' '3200' '3200'
 '4400' '4400' '3200' '4400' '1040' '3200' '3200' '3200' '3200' '4400'
 '4400' '4400' '3200' '3200' '4400' '4400' '4400' '3200' '3200' '3200'
 '4400' '4400' '3200' '3200' '3200' '3200' '3200' '4400' '3200' '4400']","[False False False False False False False False  True  True False False
  True False False  True  True  True  True False False False  True  True
 False False False  True  True  True False False  True  True  True  True
  True False  True False]","[3 3 3 3 3 3 3 3 6 6 3 3 6 3 3 6 6 6 6 3 3 3 6 6 3 3 3 6 6 6 3 3 6 6 6 3 6
 3 6 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 5 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True False  True False  True
 False False False False  True  True  True False  True  True False  True
 False  True  True False  True  True False  True False  True  True  True
  True False False False]"
275,138,"['141' '54 2 54 3 54 6 4 5 54 36 48 138' '138' '159' '138' '138' '138'
 '102' '138' '138' '142' '138' '138' '138' '138' '72' '141' '54 3 48'
 '138' '81' '54 54 54 2 54 3 4 54 5 24 5 54 36 43 2 4 8 138 138' '138'
 '122' '144' '159' '102' '120' '104' '99' '138'
 '54 54 2 3 54 6 54 4 5 54 36 54 6 43 193' '54 3 48' '88' '138' '141' '91'
 '138' '108' '138' '54 36 28 8 4 8 123 6']","[False False  True False  True  True  True False  True  True False  True
  True  True  True False False False  True False False  True False False
 False False False False False  True False False False  True False False
  True False  True False]","[3 5 4 3 5 5 5 5 5 3 5 5 5 3 5 5 3 3 5 5 5 5 5 3 3 5 5 5 5 5 5 3 5 5 3 5 5
 4 5 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False False False False  True  True False False  True False False
  True  True  True False False False False False False False False False
 False False False False False False False False False False False False
 False False False False]"
276,9,"['9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9'
 '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9'
 '9' '9' '9' '9']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
 6 6 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
277,4,"['4' '7 5' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4'
 '4' '7 5' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '5' '7 5' '4'
 '4' '4' '5' '4' '4']","[ True False  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True False  True  True  True  True
  True  True  True  True  True  True  True  True False False  True  True
  True False  True  True]","[6 4 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 3 6 6 6 6 6 6 6 6 6 6 6 6 3 3 6 6 6
 3 6 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False False  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True False False  True  True  True
  True  True  True  True  True  True  True  True False False False  True
  True False False  True]"
278,40,"['40' '40' '40' '40' '40' '40' '40' '40' '40' '40' '40' '60' '40' '40'
 '40' '40' '40' '40' '40' '40' '40' '40' '40' '40' '40' '40' '40' '40'
 '40' '40' '40' '40' '40' '40' '40' '40' '40' '40' '40' '40']","[ True  True  True  True  True  True  True  True  True  True  True False
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[5 6 6 6 8 4 7 6 8 6 7 1 8 6 5 5 6 6 6 6 6 6 7 6 6 6 6 5 6 6 5 6 5 5 4 6 6
 4 5 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True False
 False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
279,6,"['6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6'
 '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6'
 '6' '6' '6' '6']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[6 4 5 6 5 6 6 6 6 6 6 4 6 6 4 4 5 4 4 4 4 6 6 4 4 6 4 9 4 4 4 6 4 6 4 6 4
 6 6 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
280,7,"['7' '7' '7' '11' '7' '7' '7' '20 35 4 0 50 5 2 7' '7'
 '20 35 4 0 50 5 2 7' '7 00' '11' '20 35 4 0 50 5 2 7'
 '20 35 4 0 50 5 2 7' '7' '20 35 4 0 50 5 2 7' '7' '20 35 4 0 50 5 2 7'
 '7' '20 35 4 0 50 5 2 7' '11' '7' '7 00' '7' '7' '20 35 4 0 50 5 2 7'
 '20 35 4 0 50 5 2 7' '7' '7' '12' '7 00' '10 2 12' '7' '7' '7' '7 00'
 '11' '7' '7' '7 00']","[ True  True  True False  True  True  True False  True False False False
 False False  True False  True False  True False False  True False  True
  True False False  True  True False False False  True  True  True False
 False  True  True False]","[3 4 3 3 3 3 4 4 6 4 4 3 4 3 3 3 3 4 3 4 3 4 4 3 3 3 4 6 3 4 4 4 6 3 6 4 3
 3 6 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 2 2 2 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0 0]",Math,"[False  True  True False False  True  True False False False False False
 False  True False False False False False False False False False False
  True False  True False  True False False False False  True  True False
 False False  True False]"
281,2450,"['2450' '2450' '2450' '2450' '2450' '2450' '2450' '2450' '2450' '2450'
 '2450' '2450' '2450' '2450' '2450' '2450' '2450' '2450' '2450' '2450'
 '2450' '2450' '0 5 2800' '2450' '2450' '2450' '2450' '2450' '2450' '2450'
 '2450' '2450' '2450' '2450' '2450' '2450' '2450' '2450' '2450' 'error']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True False  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True False]","[ 7  3  5  3  5  6  4  3  3  5  8  3  3 12  5  5  3  5  3 12  3  3  7  7
  5  3  3  5  5  3  5  5  4  3  3  5  5  7  5  7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True False False
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True False]"
282,195,"['195' '195' '195' '195' '195' '195' '195' '195' '195' '195' '195' '195'
 '195' '195' '195' '195' '195' '195' '195' '195' '195' '195' '195' '195'
 '195' '195' '195' '195' '195' '195' '195' '195' '195' '195' '195' '195'
 '195' '195' '195' '195']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
 5 5 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
283,68,"['64' '64' '64' '64' '68' '68' '64' '64' '64' '64' '64' '96' '68' '64'
 '64' '64' '96' '64' '68' '96' '96' '68' '68' '64' '96' '68' '68' '68'
 '68' '68' '68' '68' '64' '68' '68' '68' '64' '68' '68' '68']","[False False False False  True  True False False False False False False
  True False False False False False  True False False  True  True False
 False  True  True  True  True  True  True  True False  True  True  True
 False  True  True  True]","[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 5 3 3 3 3 3 3
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
 0 0 0]",Math,"[False  True  True  True False  True False  True  True  True  True False
 False False  True  True False False False False  True False  True False
 False False  True  True  True  True  True  True False False  True  True
 False False  True  True]"
284,360,"['420' '360' '420' '460' '360' '420' '420' '360' '360' '360' '360' '360'
 '360' '420' '360' '360' '420' '420' '360' '360' '360' '360' '360' '360'
 '420' '420' '360' '360' '360' '460' '360' '420' '360' '360' '420' '420'
 '420' '360' '360' '360']","[False  True False False  True False False  True  True  True  True  True
  True False  True  True False False  True  True  True  True  True  True
 False False  True  True  True False  True False  True  True False False
 False  True  True  True]","[7 7 7 7 4 7 7 7 7 9 9 7 7 7 4 4 7 7 7 7 8 7 7 9 7 7 4 5 8 7 4 7 4 8 7 7 7
 7 7 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False False False False False  True False  True  True  True  True
  True False False  True False  True False  True  True  True  True  True
 False  True False  True  True False False False False  True False  True
  True False  True  True]"
285,21,"['21' '21' '21' '21' '21' '21' '21' '21' '21' '21' '21' '21' '21' '21'
 '21' '21' '21' '21' '21' '21' '21' '21' '21' '21' '21' '21' '21' '21'
 '21' '21' '21' '21' '21' '21' '21' '21' '21' '21' '21' '21']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[3 3 3 4 4 3 3 4 4 3 3 3 3 3 4 3 4 4 3 3 3 4 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 2 0 2 0 0 0 0 0 0 0 5 0 0 0 0 0 0 5 2 2 2 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0
 2 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
286,90,"['45' '90' '90' '90' '90' '90' '90' '90' '45' '90' '90' '90' '90' '45'
 '90' '90' '90' '90' '90' '90' '90' '90' '45' '90' '90' '90' '90' '90'
 '90' '90' '90' '90' '90' '90' '90' '90' '90' '90' '90' '45']","[False  True  True  True  True  True  True  True False  True  True  True
  True False  True  True  True  True  True  True  True  True False  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True False]","[3 4 4 4 4 4 4 4 3 5 4 4 4 3 4 4 5 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 2 0
 0 0 0]",Math,"[False False  True  True  True  True  True  True False False  True  True
  True False False  True  True  True  True  True  True  True False False
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True False]"
287,8,"['8' '8' '10 5' '8' '8' '8' '8' '8' '8' '8' '8' '10 5' '8' '8' '8' '8' '8'
 '8' '8' '8' '8' '8' '9 5' '8' '8' '6 5' '8' '8' '8' '8' '8' '8' '8' '8'
 '8' '8' '8' '8' '8' '8']","[ True  True False  True  True  True  True  True  True  True  True False
  True  True  True  True  True  True  True  True  True  True False  True
  True False  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[7 7 4 6 6 6 7 6 4 7 6 4 6 7 8 4 6 6 6 5 6 7 5 7 6 5 6 7 7 8 6 6 6 7 7 4 2
 7 6 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True False False  True  True  True  True  True  True  True False
 False  True  True  True  True  True  True  True  True  True False False
  True False False  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
288,3,"['3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3'
 '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3'
 '3' '3' '3' '3']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 2 4 4 2 4 2 4 2 2 2 2 2 4 2 2 4 4 4 2 4 2 2 2 4 2 2 4 4 4 4 2 4 4 2 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
289,16,"['8' '16' '16' '16' '16' '16' '16' '16' '16' '16' '16' '16' '16' '16' '16'
 '16' '16' '8' '16' '16' '16' '16' '16' '16' '16' '16' '16' '16' '16' '16'
 '16' '16' '16' '16' '16' '16' '16' '16' '16' '16']","[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True False  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[6 7 7 4 6 4 5 6 5 7 4 4 7 3 7 6 4 3 4 7 6 4 6 6 4 7 6 6 4 8 7 5 6 5 7 7 7
 7 7 7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 2 0 2 2 0 0 2 0 0 0 0 2 0 0 0 0 5
 0 0 2]",Math,"[False False  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True False False  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
290,390,"['4' '39' '4' '70' '390' '330' '390' '370' '370' '390' '4' '57' '270'
 '370' '4' '390' '10 22 22 5 10 22 17 10 39 390' '390' '55' '390' '390'
 '490' '210' '390' '39' 'error' '390' '390' '45' '390' '4' '4' '390' '390'
 '110' '390' '440' '45' '390' '390']","[False False False False  True False  True False False  True False False
 False False False  True False  True False  True  True False False  True
 False False  True  True False  True False False  True  True False  True
 False False  True  True]","[12  6  8  7  7  5  9  6  6  8 10  7  5  5 11  6  6  6  5  6 10  6  8  6
  8  4  6  6 13  6 11 12  8  6  5  6  7  5  6  8]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0
 0 0 0]",Math,"[False False False False False False False False  True False False False
 False False False False False False False False  True False False False
 False False False  True False False False  True False  True False False
 False False False  True]"
291,2,"['2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2'
 '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2'
 '2' '2' '2' '2']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
292,75,"['90' '90' '75' '90' '85' '75' '75' '90' '45' '75' '90' '90' '85' '90'
 '45' '90' '75' '75' '75' '90' '75' '45' '75' '90' '75' '90' '75' '75'
 '90' '75' '75' '75' '18' '90' '90' '45' '90' '75' '45' '35']","[False False  True False False  True  True False False  True False False
 False False False False  True  True  True False  True False  True False
  True False  True  True False  True  True  True False False False False
 False  True False False]","[3 3 3 3 3 5 3 3 2 3 3 3 3 3 2 3 3 4 8 3 6 2 3 3 3 3 3 3 2 2 3 3 2 3 3 2 2
 3 2 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True False False False False  True False False False False  True
 False False False False False  True  True False False False False False
 False False False  True False False  True  True False False  True False
 False False False False]"
293,83,"['83' '84' '83' '85' '83' '25' '83' '83' '143' '84' '83' '83' '84' '83'
 '84' '83' '83' '83' '86' '83' '83' '84' '72' '83' '83' '83' '83' '83'
 '83' '83' '83' '72' '83' '83' '83' '83' '84' '82' '84' '83']","[ True False  True False  True False  True  True False False  True  True
 False  True False  True  True  True False  True  True False False  True
  True  True  True  True  True  True  True False  True  True  True  True
 False False False  True]","[ 9  9 11  4  5  8 11 11 10  7 10 14  7 12  5 11 12  5  5  8  9  7  8 11
  8 13  7  4  5  8 11  7  9  8 10  4  7  7  7  5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False False False False False False  True False False False  True
 False False False False  True  True False False  True False False False
  True  True  True  True  True  True  True False False  True  True  True
 False False False False]"
294,3,"['3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3'
 '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3'
 '3' '3' '3' '3']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 3 4 3 4 3 3 4 3 4 2 3 3 3 3 4 4 3 4 3 4 3 4 4 4 3 3 4 4 3 4 4 3 4 4 4 3
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 2 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0
 0 2 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
295,370,"['370' '370' '370' '370' '370' '370' '370' '370' '370' '370' '370' '370'
 '370' '370' '370' '370' '370' '370' '370' '370' '370' '370' '370' '370'
 '370' '100 50 20 100 20 50 10 20 2 170 120 40 40 170 200 370' '370' '370'
 '370' '370' '370' '370' '370' '370' '370' '370' '370' '370' '370' '370']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True False  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True False False  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
