id,correct answer,CoT answers,Correctness,LEN,"('QUA', 'IM')","('DIF', 'IV')","('DIF', 'SUB')",AC
264,D,"['D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D'
 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D'
 'D' 'D' 'D' 'D']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[5 3 5 5 6 5 5 5 4 4 5 3 5 4 4 4 5 5 5 5 4 5 3 5 5 5 4 5 4 3 4 4 4 5 4 6 5
 5 3 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 5 0 2 0 0 0 0 0 0 2 0 2 2 0 0 0 2 0 0 2
 0 0 0]",movie_recommendation,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
265,B,"['B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 3 4 4 4 4 3 3 4 3 3 4 4 3 6 3 4 4 4 4 4 3 3 4 3 5 4 3 4 3 3 4 3 3 3 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",movie_recommendation,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
266,C,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'D' 'C' 'THE GREEN MILE' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'C' 'C']","[ True  True  True  True  True  True  True  True False  True False  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[5 2 2 3 2 2 2 4 3 2 3 2 4 4 3 2 5 2 3 4 2 2 4 5 3 4 5 2 5 2 4 4 4 4 2 2 4
 5 2 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 2
 0 0 0]",movie_recommendation,"[False  True  True  True  True  True  True  True False False False False
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
267,B,"['D' 'A' 'D' 'D' 'THE GREEN MILE' 'THE SHAWSHANK REDEMPTION' 'C' 'D'
 'THE GREEN MILE' 'C' 'THE GREEN MILE' 'THE SHAWSHANK REDEMPTION'
 'THE GREEN MILE' 'THE SHAWSHANK REDEMPTION' 'D' ""SCHINDLER'S LIST"" 'D'
 'C' 'D' 'C' 'C' 'THE SHAWSHANK REDEMPTION' 'D' 'THE GREEN MILE' 'B'
 ""SCHINDLER'S LIST"" 'C' 'C' ""SCHINDLER'S LIST"" 'THE SHAWSHANK REDEMPTION'
 'THE SHAWSHANK REDEMPTION' 'C' 'D' 'THE SHAWSHANK REDEMPTION' 'A' 'D' 'D'
 'C' 'B' 'B']","[False False False False False False False False False False False False
 False False False False False False False False False False False False
  True False False False False False False False False False False False
 False False  True  True]","[4 3 3 5 4 3 3 3 3 3 4 4 3 4 4 2 4 4 3 4 5 4 5 3 4 5 3 4 3 5 4 4 4 3 4 2 4
 4 4 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",movie_recommendation,"[False False False  True False False False False False False False False
 False False False False False False False False  True False False False
 False False False  True False False  True False False False False False
  True False False  True]"
268,C,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[6 3 4 4 4 3 3 5 4 5 4 4 4 3 4 5 3 3 3 4 4 4 4 4 3 4 4 4 4 5 3 3 3 4 4 5 5
 4 3 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",movie_recommendation,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
269,B,"['A' 'B' 'C' 'THE SILENCE OF THE LAMBS' 'JURASSIC WORLD' 'B'
 'JURASSIC WORLD' 'JURASSIC WORLD' 'JURASSIC WORLD' 'JURASSIC WORLD'
 'JURASSIC WORLD' 'JURASSIC WORLD' 'JURASSIC WORLD' 'JURASSIC WORLD' 'A'
 'JURASSIC WORLD' 'JURASSIC WORLD' 'D' 'JURASSIC WORLD' 'A'
 'JURASSIC WORLD' 'C' 'JURASSIC WORLD' 'A' 'D' 'JURASSIC WORLD'
 'JURASSIC WORLD' 'A' 'JURASSIC WORLD' 'JURASSIC WORLD' 'B' 'B' 'A'
 'JURASSIC WORLD' 'JURASSIC WORLD' 'THE MUMMY' 'JURASSIC WORLD'
 'JURASSIC WORLD' 'JURASSIC WORLD' 'A']","[False  True False False False  True False False False False False False
 False False False False False False False False False False False False
 False False False False False False  True  True False False False False
 False False False False]","[4 4 4 5 5 4 4 4 5 4 4 4 4 4 4 4 4 5 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0 0]",movie_recommendation,"[False False False False False False False  True  True  True  True  True
  True  True False False  True False False False False False False False
 False False  True False False  True False  True False False  True False
 False  True  True False]"
270,C,"['THE GREEN MILE' 'C' 'C' 'C' 'C' 'PHILADELPHIA' 'THE GREEN MILE'
 'THE GREEN MILE' 'C' 'C' 'C' ""SCHINDLER'S LIST"" 'C' 'C' 'C' 'C'
 'THE GREEN MILE' 'THE GREEN MILE' 'C' 'C' 'C' 'THE GREEN MILE' 'C' 'C'
 'THE GREEN MILE' 'C' 'C' 'PHILADELPHIA' 'PHILADELPHIA' 'C' 'C'
 'GOOD WILL HUNTING' 'C' 'C' 'GOOD WILL HUNTING' 'C' 'THE GREEN MILE'
 'PHILADELPHIA' 'PHILADELPHIA' 'C']","[False  True  True  True  True False False False  True  True  True False
  True  True  True  True False False  True  True  True False  True  True
 False  True  True False False  True  True False  True  True False  True
 False False False  True]","[4 5 5 5 5 5 4 5 6 4 4 6 6 5 5 4 4 6 5 5 5 4 6 5 4 4 6 5 5 6 5 4 5 6 4 5 5
 5 5 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 2 0]",movie_recommendation,"[False False  True  True  True False False  True False  True  True False
 False  True  True  True False  True False  True  True False False  True
 False False  True False  True False  True False False  True False False
 False False  True False]"
271,D,"['THE MATRIX' 'THE MATRIX' 'BLADE RUNNER' 'THE MATRIX'
 'ETERNAL SUNSHINE OF THE SPOTLESS MIND' 'INTERSTELLAR' 'BLADE RUNNER'
 'INDEPENDENCE DAY' 'THE MATRIX' 'BLADE RUNNER' 'BLADE RUNNER'
 'INTERSTELLAR' 'BLADE RUNNER 2049' 'A' 'THE MATRIX' 'INTERSTELLAR'
 'INTERSTELLAR' 'BLADE RUNNER' 'A' 'BLADE RUNNER' 'BLADE RUNNER' 'A'
 'BLADE RUNNER' 'BLADE RUNNER' 'THE MATRIX' 'A' 'BLADE RUNNER'
 'BLADE RUNNER' 'INTERSTELLAR' 'BLADE RUNNER' 'BLADE RUNNER'
 'INTERSTELLAR' 'BLADE RUNNER' 'INTERSTELLAR' 'A' 'INTERSTELLAR'
 'BLADE RUNNER' 'THE MATRIX' 'BLADE RUNNER' 'BLADE RUNNER']","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False]","[4 4 4 4 4 3 4 2 4 4 4 5 4 5 4 4 3 4 5 4 4 5 4 4 4 4 4 4 4 4 4 4 4 3 5 3 4
 3 5 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 5 2 0 2 0 0 2 2 0 5 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 2 0 9 0 5
 2 0 2]",movie_recommendation,"[False  True False False False False False False False False  True False
 False False False False  True False False False  True False False  True
 False False False  True False False  True False False False False False
 False False False  True]"
272,B,"['RAIDERS OF THE LOST ARK' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'INDIANA JONES AND THE LAST CRUSADE' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'B' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'D' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY']","[False False False False False False False False False False False False
 False False False False False False False  True False False False False
 False False False False False False False False False False False False
 False False False False]","[3 5 3 3 3 3 3 3 3 3 3 3 4 4 3 3 3 3 3 7 3 3 3 3 3 2 3 3 3 3 3 4 3 3 3 3 3
 3 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[2 0 0 0 0 0 0 2 0 5 0 0 0 0 0 0 0 0 2 0 0 0 9 0 0 0 0 0 0 5 0 0 0 5 2 2 2
 0 2 0]",movie_recommendation,"[False False  True  True  True  True  True  True  True  True  True  True
  True  True  True  True False False  True False False  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
 False False  True  True]"
273,B,"['B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 3 5 3 5 3 3 3 4 4 8 7 3 5 4 7 3 3 5 5 4 4 5 4 5 4 5 3 6 4 4 6 3 3 4 3 5
 5 3 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",movie_recommendation,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
274,C,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'GUARDIANS OF THE GALAXY' 'C' 'C' 'C'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'GUARDIANS OF THE GALAXY' 'C' 'C' 'C' 'C'
 'GUARDIANS OF THE GALAXY' 'C' 'C' 'C' 'C' 'C' 'GUARDIANS OF THE GALAXY'
 'GUARDIANS OF THE GALAXY' 'GUARDIANS OF THE GALAXY' 'C' 'C' 'C' 'C' 'C']","[ True  True  True  True  True  True  True  True False  True  True  True
 False False  True  True  True  True  True  True  True False  True  True
  True  True False  True  True  True  True  True False False False  True
  True  True  True  True]","[6 5 3 3 3 3 4 3 2 6 3 2 3 8 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 4 3 5 3 4 3 2 2
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0
 0 2 0]",movie_recommendation,"[False  True  True  True  True  True  True  True False False  True  True
 False  True False  True  True  True  True  True  True False False  True
  True  True False False  True  True  True  True False  True  True False
  True  True  True  True]"
275,A,"['SHAUN OF THE DEAD' 'B' 'D' 'SHAUN OF THE DEAD' 'B' 'SHAUN OF THE DEAD'
 'D' 'D' 'A' 'SHAUN OF THE DEAD' 'SHAUN OF THE DEAD' 'SHAUN OF THE DEAD'
 'B' 'B' 'SHAUN OF THE DEAD' 'SHAUN OF THE DEAD' 'D' 'CINEMA PARADISO'
 'SHAUN OF THE DEAD' 'CINEMA PARADISO' 'D' 'CINEMA PARADISO'
 'CINEMA PARADISO' 'CINEMA PARADISO' 'SHAUN OF THE DEAD' 'D' 'D' 'D'
 'SHAUN OF THE DEAD' 'SHAUN OF THE DEAD' 'CINEMA PARADISO'
 'CINEMA PARADISO' 'D' 'CINEMA PARADISO' 'SHAUN OF THE DEAD'
 'CINEMA PARADISO' 'CINEMA PARADISO' 'CINEMA PARADISO' 'SHAUN OF THE DEAD'
 'A']","[False False False False False False False False  True False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False  True]","[4 3 6 3 3 4 4 5 4 4 3 3 3 3 4 4 3 3 4 3 3 4 3 3 4 5 4 5 4 3 3 4 3 3 4 6 4
 3 6 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",movie_recommendation,"[False False False False False False False  True False False  True  True
 False  True False  True False False False False False False  True  True
 False False  True  True False  True False  True False False False False
  True  True False False]"
276,D,"['D' 'D' 'TRUE LIES' 'D' 'D' 'D' 'D' 'D' 'TRUE LIES' 'D' 'B' 'TRUE LIES'
 'D' 'D' 'D' 'D' 'B' 'D' 'D' 'THE SHAWSHANK REDEMPTION' 'D' 'D'
 'THE SHAWSHANK REDEMPTION' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D'
 'D' 'D' 'D' 'D' 'D' 'D']","[ True  True False  True  True  True  True  True False  True False False
  True  True  True  True False  True  True False  True  True False  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 5 4 4 4 4 4 5 4 4 4 4 4 4 4 6 4 4 6 4 4 5 4 4 4 4 4 4 4 6 4 6 6 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",movie_recommendation,"[False  True False False  True  True  True  True False False False False
 False  True  True  True False False  True False False  True False False
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
277,D,"['D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D'
 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D' 'D'
 'D' 'D' 'D' 'D']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 2 5 4 3 4 4 3 4 4 5 3 3 4 2 3 3 2 4 5 5 3 4 3 4 4 4 3 3 3 4 2 5 3 5 4 4
 3 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",movie_recommendation,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
278,D,"['SHREK' 'SHREK' 'SHREK' 'THE INCREDIBLES' 'SHREK' 'FINDING NEMO'
 'FINDING NEMO' 'SHREK' 'THE INCREDIBLES' 'SHREK' 'THE INCREDIBLES'
 'SHREK' 'THE INCREDIBLES' 'THE INCREDIBLES' 'B' 'THE INCREDIBLES'
 'PUNCH-DRUNK LOVE' 'THE INCREDIBLES' 'SHREK' 'FINDING NEMO' 'SHREK' 'B'
 'FINDING NEMO' 'FINDING NEMO' 'A' 'THE INCREDIBLES' 'SHREK' 'A' 'SHREK'
 'A' 'SHREK' 'D' 'B' 'SHREK' 'D' 'FINDING NEMO' 'SHREK' 'SHREK' 'SHREK'
 'FINDING NEMO']","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False  True False False  True False
 False False False False]","[4 4 4 5 3 4 4 4 4 4 5 4 4 3 5 5 5 4 4 4 4 4 4 4 5 4 4 3 4 5 4 4 4 3 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 2 0 0 2 0
 0 0 0]",movie_recommendation,"[False  True  True False False False  True False False False False False
 False  True False False False False False False False False False  True
 False False False False False False False False False False False False
 False  True  True False]"
279,C,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'THE GREEN MILE' 'C' 'C' 'C' 'C' 'C' 'C'
 'GLADIATOR' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'GLADIATOR' 'C' 'C' 'C' 'C']","[ True  True  True  True  True  True  True False  True  True  True  True
  True  True False  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True False
  True  True  True  True]","[3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 5 3 3 3 3 4 3 3 4 3 3 4 3 3 3 3 3 3
 4 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 5 0 0 0 2 0 2 0 0 2 2 0 0 0 0 0 0 0 2 0 2 5 0 0 0 0 0 0 0 0 0 5 0 0
 0 0 0]",movie_recommendation,"[False  True  True  True  True  True  True False False  True  True  True
  True  True False False  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True False
 False  True  True  True]"
280,C,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 2 4 4 4 6 4 4 4 4 4 4 4 4 5 4 4 5 5 5 4 5 4 4 5 4 5 3 4 4 4 4 4 5 4 4 5
 5 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 2 0 0 2
 0 0 0]",movie_recommendation,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
281,C,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'THE DARK KNIGHT' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'THE DARK KNIGHT' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'INCEPTION' 'C' 'C' 'C' 'C']","[ True  True  True  True  True  True  True  True False  True  True  True
  True  True  True  True  True  True False  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True False
  True  True  True  True]","[5 4 5 5 4 4 3 4 3 4 3 4 4 4 3 4 4 4 3 4 4 4 4 4 4 3 5 4 3 4 4 3 4 4 5 3 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 2 2 2 2 0 5 0 2 0 0 0 0 2 0 0 2 2 2 0 0 2 2 0 0 0 0 0 0 0 2 5 0 2 2 0 9
 2 0 5]",movie_recommendation,"[False  True  True  True  True  True  True  True False False  True  True
  True  True  True  True  True  True False False  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True False
 False  True  True  True]"
282,C,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 5 5 6 5 2 5 4 4 7 5 5 2 4 4 5 4 4 2 3 3 4 4 4 4 4 5 4 4 5 4 5 5 4 4 7
 4 4 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",movie_recommendation,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
283,C,"[""SCHINDLER'S LIST"" 'C' 'C' 'C' 'C' 'C' 'C' ""SCHINDLER'S LIST"" 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'C' 'C' ""SCHINDLER'S LIST"" 'C' 'C' 'C' 'C' 'C' 'C'
 'C' ""SCHINDLER'S LIST"" 'C' 'C' 'C' 'C' 'C' 'D' 'C' 'C' 'C' 'C' 'C' 'C'
 'C']","[False  True  True  True  True  True  True False  True  True  True  True
  True  True  True  True  True  True False  True  True  True  True  True
  True  True False  True  True  True  True  True False  True  True  True
  True  True  True  True]","[4 4 2 4 5 3 4 4 4 4 7 4 4 4 4 4 3 4 4 4 4 4 4 4 5 2 4 4 4 4 2 4 4 4 4 4 2
 4 5 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 2 0 0 0 0 0 2 0 0 0 2 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 2
 2 2 0]",movie_recommendation,"[False False  True  True  True  True  True False False  True  True  True
  True  True  True  True  True  True False False  True  True  True  True
  True  True False False  True  True  True  True False False  True  True
  True  True  True  True]"
