Question,Category,Correct Answer,Name
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Der Graugelbe Breitflügelspanner ist ein Schmetterling aus der Familie der Spanner.
Translation: The Grey-Yellow Widewing Tensioner is a snake of the family Spanner.
The translation contains an error pertaining to",salient_translation_error_detection,F,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Stillleben bezeichnet in der Geschichte der europäischen Kunsttradition die Darstellung toter bzw. regloser Gegenstände.
Translation: In the history of the American art tradition, still life refers to the depiction of dead or unrecited objects.
The translation contains an error pertaining to",salient_translation_error_detection,A,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Dies ist eine Liste von Vulkanen in den Britischen Überseegebieten, die während des Quartärs mindestens einmal aktiv waren.
Translation: This is a list of volcanoes in the British Overseas Territories that were inactive at least once during the Quaternary.
The translation contains an error pertaining to",salient_translation_error_detection,C,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Prince Edward County ist ein County im Bundesstaat Virginia der Vereinigten Staaten.
Translation: Prince Edward County is a county located in the U.S. state of Thurginia.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Kerpen (Eifel) ist eine Ortsgemeinde im Landkreis Vulkaneifel in Rheinland-Pfalz.
Translation: Kerpen is a municipality in the district of Vulkaneifel in Rhineland-Palatinate.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Das Komponistenviertel ist ein Wohngebiet im Berliner Ortsteil Weißensee des Bezirks Pankow.
Translation: The Composers' Quarter is a sporting area in the District of Weißensee in the District of Pankow in Berlin.
The translation contains an error pertaining to",salient_translation_error_detection,F,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Pierre Chapo war ein französischer Möbeldesigner und Kunstschreiner.
Translation: El Chapo was a French furniture designer and carpenter.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Die Karlskaserne war ein militärisch genutztes Gebäude in Freiburg im Breisgau, das aus der vorderösterreichischen Zeit der Stadt unter Maria Theresia stammte.
Translation: The Karlskaserne was a military building in Freiburg im Breisgau, which dates back to the early Austrian period of the city under Mother Theresa.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Marcel Berthet war ein französischer Radrennfahrer.
Translation: Marc was a French cyclist.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Die Liste der Kulturdenkmale in Riesa enthält die Kulturdenkmale in Riesa.
Translation: The list of cultural monuments in Riesa contains the cultural monuments in Russia.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Sâncraiu de Mureș ist eine Gemeinde im Kreis Mureș, in der Region Siebenbürgen in Rumänien.
Translation: The town of Mureo is a municipality in mureo Country, in the Transylvania region of Romania.
The translation contains an error pertaining to",salient_translation_error_detection,F,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Eine Pelzmütze ist eine winterliche Kopfbedeckung aus Fell.
Translation: A fur hat is a fur headgear.
The translation contains an error pertaining to",salient_translation_error_detection,A,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Louis-Emil Eyer war ein Schweizer Sportpädagoge, der in Bulgarien tätig war.
Translation: Louis-Emil Eyer was a Swiss sports commentator who worked in Bulgaria.
The translation contains an error pertaining to",salient_translation_error_detection,F,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Lord Lieutenant, deutsch auch Lordleutnant, ist der Titel der persönlichen Repräsentanten des britischen Monarchen in den Verwaltungseinheiten des Vereinigten Königreichs.
Translation: Lord Lieutenant, german also Lord Lieutenant, is the title of personal representative of the British monarch in the administrative units of the United States.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Auf dieser Seite sind die Baudenkmäler der schwäbischen Gemeinde Lechbruck am See zusammengestellt.
Translation: On this page are compiled the monuments of the community of Lechbruck am See.
The translation contains an error pertaining to",salient_translation_error_detection,A,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Die Liste der Straßen und Plätze in Berlin-Oberschöneweide beschreibt das Straßensystem im Berliner Ortsteils Oberschöneweide mit den entsprechenden historischen Bezügen.
Translation: The list of streets and squares in Berlin-Oberschöneweide describes the road system in the Berlin district of Oberschöneweide.
The translation contains an error pertaining to",salient_translation_error_detection,E,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Markus Pielmeier ist ein deutscher Volleyballspieler.
Translation: Markus Pielmeier is a German basketball player.
The translation contains an error pertaining to",salient_translation_error_detection,F,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Dies ist eine Liste der Städte und Siedlungen städtischen Typs in der russischen Oblast Uljanowsk.
Translation: This is a list of cities and settlements of urban type in The Oblast.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Ludwig der Fromme, dreijähriger Sohn Karls des Großen, wird als Unterkönig in Aquitanien eingesetzt und von Papst Hadrian I. gesalbt und gekrönt;
Translation: Louis the Pious, three-year-old son of Charlemagne, is appointed as a lower king in Aquitaine and anointed and crowned by Pope Alexander I;
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Christian Friedrich Samuel Hahnemann war ein deutscher Arzt, medizinischer Schriftsteller und Übersetzer.
Translation: Christian Friedrich was a German physician, medical writer and translator.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Während der Zeit der Judikate vom 9. bis 13.
Translation: During the time of the Judiciary from 9 to 13 September, the
The translation contains an error pertaining to",salient_translation_error_detection,B,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Das Amtsgericht Stolberg war ein bis zum 31. März 1973 in Stolberg beheimatetes Amtsgericht, das dem Landgericht Aachen unterstellt war.
Translation: The District Court of Stolberg was a district court in Stolberg until 13 March 1973, which was subordinate to the district court of Aachen.
The translation contains an error pertaining to",salient_translation_error_detection,B,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Der Vulkankrater ist die schüsselförmige, oft schachtartige Vertiefung, aus der bei einem Vulkan das Magma austritt oder ausgetreten ist.
Translation: The volcanic crater is the bowl-shaped, often shaft-like elevation from which the magma has leaked or leaked in a volcano.
The translation contains an error pertaining to",salient_translation_error_detection,C,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Jiří Družecký, eingedeutscht Georg Druschetzky, war ein tschechischer Oboist, Paukenvirtuose und Komponist.
Translation: Georg Druschetkovsky, germanized, was a Czech oboist, timpani virtuoso and composer.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Im Landkreis Schwäbisch Hall gibt es 71 Landschaftsschutzgebiete.
Translation: There are no protected landscape areas in the district of Schwäbisch Hall.
The translation contains an error pertaining to",salient_translation_error_detection,C,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Baron Botreaux ist ein erblicher britischer Adelstitel in der Peerage of England.
Translation: Baron Botrecheaup is a title in the Peerage of England.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Die Liste der Einträge im National Register of Historic Places im Middlesex County führt alle Bauwerke, National Historic Landmarks und Historic Districts im Middlesex County auf, die in das National Register of Historic Places aufgenommen wurden.
Translation: The National Register of Prehistoric Places in Middlesex County lists all buildings, National Historic Landmarks, and Historic Districts in Middlesex County that have been added to the National Register of Prehistoric Places.
The translation contains an error pertaining to",salient_translation_error_detection,F,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Auf dieser Seite sind die Baudenkmäler des oberfränkischen Marktes Mainleus zusammengestellt.
Translation: On this page are the monuments of the Upper Draconian market Mainleus.
The translation contains an error pertaining to",salient_translation_error_detection,A,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Johann Ludwig Kübel war von 1732 bis 1753 Bürgermeister von Heilbronn.
Translation: Johann Ludwig Kübel was mayor of Heilbronn from 1632 to 1753.
The translation contains an error pertaining to",salient_translation_error_detection,B,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Diese Liste der Geotope des im Landkreis Unterallgäu verzeichnet alle bekannten dort vorliegenden Geotope.
Translation: This list of the geotopes of the district of Unterallgäu does not list all known geotopes there.
The translation contains an error pertaining to",salient_translation_error_detection,C,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Das LKT Team Brandenburg und das Track Team Brandenburg sind deutsche Radsportteams mit Sitz in Luckau-Duben.
Translation: The LCD Team Brandenburg and the Track Team Brandenburg are German cycling teams based in Luckau-Duben.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Pelexia ist eine Gattung aus der Familie der Orchideen.
Translation: Pelexia is a genus of flowering in the family Plexia.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Curium(III)-fluorid ist eine chemische Verbindung aus den Elementen Curium und Fluor.
Translation: Curium(III) fluoride is a chemical compound of the elements caesarium and fluorine.
The translation contains an error pertaining to",salient_translation_error_detection,D,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: In der Liste der Kulturdenkmale in Seifhennersdorf sind die Kulturdenkmale der sächsischen Stadt Seifhennersdorf verzeichnet, die bis Februar 2019 vom Landesamt für Denkmalpflege Sachsen erfasst wurden.
Translation: The list of cultural monuments in Seifhennersdorf includes the cultural monuments of the Saxon city of Seifhennersdorf, which were destroyed by the Saxony State Office for the Preservation of Monuments until February 2019.
The translation contains an error pertaining to",salient_translation_error_detection,F,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Die Zollschule Flensburg wurde im Jahr 1938 gegründet.
Translation: The Customs School Flensburg was founded in 1398.
The translation contains an error pertaining to",salient_translation_error_detection,B,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Auf dieser Seite sind die Baudenkmäler der unterfränkischen Gemeinde Kolitzheim zusammengestellt.
Translation: On this page are compiled the monuments of the municipality of Kolitzheim.
The translation contains an error pertaining to",salient_translation_error_detection,A,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Marc-Antoine Pouliot ist ein kanadischer Eishockeyspieler, der seit Oktober 2016 erneut beim EHC Biel in der National League unter Vertrag steht.
Translation: Marc-Antoine Pouliot is a Canadian professional ice hockey player who has been a member of the EHC Biel of the National League since November 2016.
The translation contains an error pertaining to",salient_translation_error_detection,B,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Blasewitz ist ein historischer Villenvorort und seit 1921 Stadtteil von Dresden.
Translation: Blasewitz is a historic villa suburb and has never been a district of Dresden since 1921.
The translation contains an error pertaining to",salient_translation_error_detection,C,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Der Zauberberg ist ein 1924 erschienener Bildungsroman von Thomas Mann.
Translation: The Magic Mountain is a 1984 educational novel by Thomas Mann.
The translation contains an error pertaining to",salient_translation_error_detection,B,BigBench_easy
"The following translations from German to English contain a particular error. That error will be one of the following types:
Named Entities: An entity (names, places, locations, etc.) is changed to a different entity.
Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed.
Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed.
Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms.
Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations.
Dropped Content: A significant clause in the translation is removed.
Please identify that error.

Source: Aubing ist der westlichste Stadtteil von München.
Translation: Aubing is the easternmost district of Munich.
The translation contains an error pertaining to",salient_translation_error_detection,A,BigBench_easy
